project_id,client,tech_domain,service_type,start_date,end_date,duration_months,team_size,team_roles,avg_experience,min_experience,max_experience,junior_count,hourly_cost,locations,status,client_complaints,revenue,expenses,profit,profit_margin,satisfaction,tender_id,communication_channel,is_rfp,is_repeat_client,project_complexity
P2021440,"Snyder, Campos and Callahan Technologies",ERP Implementation,Managed Services,2021-01-10,2021-06-12,5,8,"[{'employee_id': 'E2039', 'role': 'ERP Consultant', 'years_experience': 8.8, 'hourly_rate': 201.89, 'is_lead': True}, {'employee_id': 'E6753', 'role': 'Functional Analyst', 'years_experience': 5.6, 'hourly_rate': 101.56, 'is_lead': False}, {'employee_id': 'E3173', 'role': 'ERP Consultant', 'years_experience': 8.2, 'hourly_rate': 181.62, 'is_lead': False}, {'employee_id': 'E5913', 'role': 'ERP Consultant', 'years_experience': 5.5, 'hourly_rate': 133.05, 'is_lead': False}, {'employee_id': 'E4030', 'role': 'Junior ERP Consultant', 'years_experience': 2.1, 'hourly_rate': 73.42, 'is_lead': False}, {'employee_id': 'E6106', 'role': 'Junior ERP Consultant', 'years_experience': 2.0, 'hourly_rate': 74.57, 'is_lead': False}, {'employee_id': 'E2060', 'role': 'ERP Consultant', 'years_experience': 8.6, 'hourly_rate': 249.38, 'is_lead': False}, {'employee_id': 'E5338', 'role': 'Functional Analyst', 'years_experience': 9.2, 'hourly_rate': 156.75, 'is_lead': False}]",6.25,2.0,9.2,2,1172.24,['Berlin'],Delayed,2,9583484.01,7456717.24,2126766.77,0.22192,4,,Direct,False,False,Low
P2021441,Harrell LLC Solutions,Cloud Migration,Strategy,2022-12-24,2023-11-13,10,5,"[{'employee_id': 'E5501', 'role': 'Cloud Architect', 'years_experience': 12.1, 'hourly_rate': 204.86, 'is_lead': True}, {'employee_id': 'E7571', 'role': 'Junior DevOps Engineer', 'years_experience': 1.7, 'hourly_rate': 51.67, 'is_lead': False}, {'employee_id': 'E5328', 'role': 'DevOps Engineer', 'years_experience': 4.4, 'hourly_rate': 144.55, 'is_lead': False}, {'employee_id': 'E7230', 'role': 'DevOps Engineer', 'years_experience': 6.7, 'hourly_rate': 217.68, 'is_lead': False}, {'employee_id': 'E2818', 'role': 'Junior DevOps Engineer', 'years_experience': 2.2, 'hourly_rate': 66.36, 'is_lead': False}]",5.42,1.7,12.1,2,685.12,['Paris'],On-Time,1,6947116.8,5088763.06,1858353.74,0.2675,6,,Direct,False,True,High
P2021442,"Romero, Gonzalez and Brooks Labs",Blockchain,Assessment,2022-08-23,2023-03-16,6,4,"[{'employee_id': 'E5252', 'role': 'Blockchain Developer', 'years_experience': 10.3, 'hourly_rate': 258.73, 'is_lead': True}, {'employee_id': 'E1671', 'role': 'Smart Contract Engineer', 'years_experience': 4.8, 'hourly_rate': 102.84, 'is_lead': False}, {'employee_id': 'E4803', 'role': 'Blockchain Developer', 'years_experience': 5.3, 'hourly_rate': 86.79, 'is_lead': False}, {'employee_id': 'E8809', 'role': 'Blockchain Developer', 'years_experience': 9.0, 'hourly_rate': 146.52, 'is_lead': False}]",7.3500000000000005,4.8,10.3,0,594.88,['Paris'],On-Time,1,859507448.64,536676450.93,322830997.71,0.37560000000000004,8,T2023164,LinkedIn,False,False,Medium
P2021443,"Adams, Zuniga and Wong Technologies",Cybersecurity,Assessment,2021-08-09,2022-04-08,8,5,"[{'employee_id': 'E4273', 'role': 'Pentester', 'years_experience': 9.8, 'hourly_rate': 189.66, 'is_lead': True}, {'employee_id': 'E7312', 'role': 'Pentester', 'years_experience': 10.5, 'hourly_rate': 166.22, 'is_lead': False}, {'employee_id': 'E2423', 'role': 'Security Architect', 'years_experience': 5.0, 'hourly_rate': 211.13, 'is_lead': False}, {'employee_id': 'E7136', 'role': 'SOC Analyst', 'years_experience': 4.5, 'hourly_rate': 110.01, 'is_lead': False}, {'employee_id': 'E7969', 'role': 'Junior Pentester', 'years_experience': 2.1, 'hourly_rate': 81.24, 'is_lead': False}]",6.380000000000001,2.1,10.5,1,758.26,['Paris'],Delayed,1,6167504.86,4830883.21,1336621.65,0.21672,5,,Direct,False,True,Low
P2021444,Frazier Inc Systems,Blockchain,Assessment,2021-05-02,2022-01-04,8,5,"[{'employee_id': 'E2373', 'role': 'Blockchain Developer', 'years_experience': 14.3, 'hourly_rate': 259.48, 'is_lead': True}, {'employee_id': 'E4940', 'role': 'Smart Contract Engineer', 'years_experience': 5.9, 'hourly_rate': 83.57, 'is_lead': False}, {'employee_id': 'E6505', 'role': 'Blockchain Developer', 'years_experience': 8.7, 'hourly_rate': 189.59, 'is_lead': False}, {'employee_id': 'E9094', 'role': 'Junior Smart Contract Engineer', 'years_experience': 2.6, 'hourly_rate': 86.9, 'is_lead': False}, {'employee_id': 'E6498', 'role': 'Junior Smart Contract Engineer', 'years_experience': 2.6, 'hourly_rate': 66.46, 'is_lead': False}]",6.82,2.6,14.3,2,686.0,['Lyon'],Delayed,2,5354531.84,4272745.06,1081786.78,0.20203200000000002,3,,Direct,False,False,Low
P2021445,Harrell LLC Solutions,IoT,Assessment,2021-07-24,2022-12-21,17,6,"[{'employee_id': 'E4527', 'role': 'IoT Architect', 'years_experience': 11.3, 'hourly_rate': 190.33, 'is_lead': True}, {'employee_id': 'E9700', 'role': 'IoT Architect', 'years_experience': 8.1, 'hourly_rate': 162.17, 'is_lead': False}, {'employee_id': 'E6055', 'role': 'Junior Embedded Engineer', 'years_experience': 2.0, 'hourly_rate': 66.58, 'is_lead': False}, {'employee_id': 'E5780', 'role': 'Embedded Engineer', 'years_experience': 3.4, 'hourly_rate': 126.33, 'is_lead': False}, {'employee_id': 'E3379', 'role': 'Embedded Engineer', 'years_experience': 5.9, 'hourly_rate': 100.26, 'is_lead': False}, {'employee_id': 'E7565', 'role': 'IoT Architect', 'years_experience': 11.9, 'hourly_rate': 224.07, 'is_lead': False}]",7.099999999999999,2.0,11.9,1,869.74,['Paris'],On-Time,2,18179876.03,13074966.84,5104909.19,0.2808,8,,Direct,False,True,High
P2021446,"Reid, Ferguson and Sanchez Technologies",IoT,Integration,2022-06-07,2022-09-12,3,10,"[{'employee_id': 'E6927', 'role': 'Embedded Engineer', 'years_experience': 12.4, 'hourly_rate': 248.68, 'is_lead': True}, {'employee_id': 'E7202', 'role': 'Embedded Engineer', 'years_experience': 4.6, 'hourly_rate': 114.39, 'is_lead': False}, {'employee_id': 'E2805', 'role': 'Embedded Engineer', 'years_experience': 3.3, 'hourly_rate': 138.89, 'is_lead': False}, {'employee_id': 'E1397', 'role': 'Embedded Engineer', 'years_experience': 6.8, 'hourly_rate': 139.67, 'is_lead': False}, {'employee_id': 'E4179', 'role': 'Embedded Engineer', 'years_experience': 4.0, 'hourly_rate': 83.42, 'is_lead': False}, {'employee_id': 'E5901', 'role': 'Junior Embedded Engineer', 'years_experience': 2.5, 'hourly_rate': 60.2, 'is_lead': False}, {'employee_id': 'E4686', 'role': 'Embedded Engineer', 'years_experience': 8.6, 'hourly_rate': 146.68, 'is_lead': False}, {'employee_id': 'E1624', 'role': 'Junior Embedded Engineer', 'years_experience': 2.3, 'hourly_rate': 77.72, 'is_lead': False}, {'employee_id': 'E8926', 'role': 'Embedded Engineer', 'years_experience': 5.0, 'hourly_rate': 109.71, 'is_lead': False}, {'employee_id': 'E6254', 'role': 'Embedded Engineer', 'years_experience': 5.0, 'hourly_rate': 104.42, 'is_lead': False}]",5.45,2.3,12.4,2,1223.78,['Berlin'],On-Time,0,918465485.1,631794037.89,286671447.21,0.31212,3,T2023052,LinkedIn,True,False,Medium
P2021447,Carlson-Cruz Labs,Cybersecurity,Implementation,2022-11-27,2024-02-14,14,6,"[{'employee_id': 'E8404', 'role': 'Security Architect', 'years_experience': 9.2, 'hourly_rate': 260.42, 'is_lead': True}, {'employee_id': 'E9343', 'role': 'Security Architect', 'years_experience': 7.6, 'hourly_rate': 145.06, 'is_lead': False}, {'employee_id': 'E3314', 'role': 'Pentester', 'years_experience': 8.4, 'hourly_rate': 164.12, 'is_lead': False}, {'employee_id': 'E1877', 'role': 'Pentester', 'years_experience': 5.3, 'hourly_rate': 132.68, 'is_lead': False}, {'employee_id': 'E4745', 'role': 'SOC Analyst', 'years_experience': 3.2, 'hourly_rate': 135.53, 'is_lead': False}, {'employee_id': 'E3567', 'role': 'Pentester', 'years_experience': 4.5, 'hourly_rate': 105.46, 'is_lead': False}]",6.366666666666666,3.2,9.2,0,943.27,['Paris'],On-Time,0,988556651.21,715418448.48,273138202.73,0.2763,6,T2021123,Email,True,False,High
P2021448,Galloway-Wyatt Technologies,IoT,Managed Services,2023-08-02,2024-04-10,8,9,"[{'employee_id': 'E2866', 'role': 'Embedded Engineer', 'years_experience': 9.0, 'hourly_rate': 158.14, 'is_lead': True}, {'employee_id': 'E3243', 'role': 'Embedded Engineer', 'years_experience': 4.5, 'hourly_rate': 103.86, 'is_lead': False}, {'employee_id': 'E8984', 'role': 'Embedded Engineer', 'years_experience': 5.4, 'hourly_rate': 131.07, 'is_lead': False}, {'employee_id': 'E6673', 'role': 'Embedded Engineer', 'years_experience': 7.0, 'hourly_rate': 147.57, 'is_lead': False}, {'employee_id': 'E7113', 'role': 'Junior Embedded Engineer', 'years_experience': 1.6, 'hourly_rate': 68.25, 'is_lead': False}, {'employee_id': 'E5166', 'role': 'Junior Embedded Engineer', 'years_experience': 2.1, 'hourly_rate': 53.37, 'is_lead': False}, {'employee_id': 'E1169', 'role': 'IoT Architect', 'years_experience': 10.6, 'hourly_rate': 136.16, 'is_lead': False}, {'employee_id': 'E1096', 'role': 'Junior Embedded Engineer', 'years_experience': 2.1, 'hourly_rate': 65.28, 'is_lead': False}, {'employee_id': 'E9531', 'role': 'Embedded Engineer', 'years_experience': 11.1, 'hourly_rate': 165.18, 'is_lead': False}]",5.933333333333334,1.6,11.1,3,1028.8799999999999,['Lyon'],On-Time,2,1363691205.48,730747569.37,632943636.11,0.46414,7,T2023028,Referral,True,False,High
P2021449,Gray-Mayo Systems,Digital Transformation,Managed Services,2022-12-11,2024-04-04,16,9,"[{'employee_id': 'E3786', 'role': 'Digital Strategist', 'years_experience': 12.5, 'hourly_rate': 210.8, 'is_lead': True}, {'employee_id': 'E8415', 'role': 'Change Manager', 'years_experience': 4.5, 'hourly_rate': 139.62, 'is_lead': False}, {'employee_id': 'E4895', 'role': 'Digital Strategist', 'years_experience': 5.9, 'hourly_rate': 106.67, 'is_lead': False}, {'employee_id': 'E5459', 'role': 'Digital Strategist', 'years_experience': 6.0, 'hourly_rate': 83.73, 'is_lead': False}, {'employee_id': 'E5475', 'role': 'Digital Strategist', 'years_experience': 8.5, 'hourly_rate': 131.77, 'is_lead': False}, {'employee_id': 'E6701', 'role': 'Change Manager', 'years_experience': 5.9, 'hourly_rate': 85.71, 'is_lead': False}, {'employee_id': 'E9789', 'role': 'Digital Strategist', 'years_experience': 6.1, 'hourly_rate': 144.79, 'is_lead': False}, {'employee_id': 'E4933', 'role': 'Digital Strategist', 'years_experience': 6.9, 'hourly_rate': 96.76, 'is_lead': False}, {'employee_id': 'E1731', 'role': 'Digital Strategist', 'years_experience': 6.4, 'hourly_rate': 93.79, 'is_lead': False}]",6.966666666666666,4.5,12.5,0,1093.64,['Paris'],Delayed,2,1014707225.55,841699643.59,173007581.96,0.1705,6,T2021063,Conference,True,True,Low
P2021450,IoT Connect,Data Analytics,Implementation,2021-05-04,2021-07-24,2,7,"[{'employee_id': 'E6087', 'role': 'Analytics Consultant', 'years_experience': 8.2, 'hourly_rate': 264.56, 'is_lead': True}, {'employee_id': 'E2614', 'role': 'Data Engineer', 'years_experience': 8.8, 'hourly_rate': 237.03, 'is_lead': False}, {'employee_id': 'E9960', 'role': 'Analytics Consultant', 'years_experience': 11.0, 'hourly_rate': 154.63, 'is_lead': False}, {'employee_id': 'E3847', 'role': 'Data Engineer', 'years_experience': 6.8, 'hourly_rate': 240.59, 'is_lead': False}, {'employee_id': 'E4227', 'role': 'Analytics Consultant', 'years_experience': 7.8, 'hourly_rate': 153.99, 'is_lead': False}, {'employee_id': 'E7336', 'role': 'Data Engineer', 'years_experience': 2.2, 'hourly_rate': 93.58, 'is_lead': False}, {'employee_id': 'E7735', 'role': 'Analytics Consultant', 'years_experience': 4.9, 'hourly_rate': 89.63, 'is_lead': False}]",7.1,2.2,11.0,1,1234.01,['Paris'],On-Time,0,3366497.74,2449547.92,916949.82,0.272375,7,,Direct,False,False,Medium
P2021451,BlockChain Innovations,Blockchain,Training,2023-09-08,2025-02-26,17,10,"[{'employee_id': 'E7232', 'role': 'Blockchain Developer', 'years_experience': 6.9, 'hourly_rate': 211.38, 'is_lead': True}, {'employee_id': 'E9360', 'role': 'Smart Contract Engineer', 'years_experience': 6.0, 'hourly_rate': 121.02, 'is_lead': False}, {'employee_id': 'E8964', 'role': 'Smart Contract Engineer', 'years_experience': 4.6, 'hourly_rate': 138.97, 'is_lead': False}, {'employee_id': 'E1756', 'role': 'Blockchain Developer', 'years_experience': 10.8, 'hourly_rate': 186.53, 'is_lead': False}, {'employee_id': 'E3120', 'role': 'Smart Contract Engineer', 'years_experience': 7.7, 'hourly_rate': 162.49, 'is_lead': False}, {'employee_id': 'E1825', 'role': 'Blockchain Developer', 'years_experience': 6.6, 'hourly_rate': 193.77, 'is_lead': False}, {'employee_id': 'E8483', 'role': 'Junior Blockchain Developer', 'years_experience': 1.5, 'hourly_rate': 82.66, 'is_lead': False}, {'employee_id': 'E5407', 'role': 'Blockchain Developer', 'years_experience': 6.9, 'hourly_rate': 158.35, 'is_lead': False}, {'employee_id': 'E9734', 'role': 'Blockchain Developer', 'years_experience': 5.0, 'hourly_rate': 115.2, 'is_lead': False}, {'employee_id': 'E2707', 'role': 'Junior Smart Contract Engineer', 'years_experience': 2.4, 'hourly_rate': 80.09, 'is_lead': False}]",5.84,1.5,10.8,2,1450.46,['Paris'],On-Time,1,1156555886.94,723333182.81,433222704.13,0.37457999999999997,5,T2021159,LinkedIn,True,True,High
P2021452,Carlson-Cruz Labs,Digital Transformation,Optimization,2022-06-16,2023-11-06,16,7,"[{'employee_id': 'E7886', 'role': 'Change Manager', 'years_experience': 10.5, 'hourly_rate': 213.81, 'is_lead': True}, {'employee_id': 'E7478', 'role': 'Digital Strategist', 'years_experience': 4.2, 'hourly_rate': 101.95, 'is_lead': False}, {'employee_id': 'E2882', 'role': 'Change Manager', 'years_experience': 7.3, 'hourly_rate': 143.73, 'is_lead': False}, {'employee_id': 'E8008', 'role': 'Change Manager', 'years_experience': 6.1, 'hourly_rate': 128.7, 'is_lead': False}, {'employee_id': 'E8195', 'role': 'Digital Strategist', 'years_experience': 4.6, 'hourly_rate': 111.11, 'is_lead': False}, {'employee_id': 'E9208', 'role': 'Digital Strategist', 'years_experience': 4.3, 'hourly_rate': 89.92, 'is_lead': False}, {'employee_id': 'E7973', 'role': 'Digital Strategist', 'years_experience': 5.9, 'hourly_rate': 119.02, 'is_lead': False}]",6.128571428571428,4.2,10.5,0,908.24,['Paris'],On-Time,1,20946775.45,14935050.9,6011724.55,0.287,7,,Direct,False,False,High
P2021453,Blake and Sons Solutions,Data Analytics,Strategy,2023-06-22,2024-04-25,10,10,"[{'employee_id': 'E1413', 'role': 'Data Engineer', 'years_experience': 7.3, 'hourly_rate': 196.63, 'is_lead': True}, {'employee_id': 'E4399', 'role': 'BI Specialist', 'years_experience': 5.2, 'hourly_rate': 119.32, 'is_lead': False}, {'employee_id': 'E9920', 'role': 'Data Engineer', 'years_experience': 5.5, 'hourly_rate': 111.16, 'is_lead': False}, {'employee_id': 'E8828', 'role': 'Junior Analytics Consultant', 'years_experience': 2.6, 'hourly_rate': 88.81, 'is_lead': False}, {'employee_id': 'E3717', 'role': 'Data Engineer', 'years_experience': 3.6, 'hourly_rate': 136.3, 'is_lead': False}, {'employee_id': 'E5729', 'role': 'Data Engineer', 'years_experience': 4.6, 'hourly_rate': 112.79, 'is_lead': False}, {'employee_id': 'E5946', 'role': 'Data Engineer', 'years_experience': 2.6, 'hourly_rate': 98.17, 'is_lead': False}, {'employee_id': 'E7246', 'role': 'BI Specialist', 'years_experience': 8.7, 'hourly_rate': 197.68, 'is_lead': False}, {'employee_id': 'E4355', 'role': 'BI Specialist', 'years_experience': 9.3, 'hourly_rate': 176.33, 'is_lead': False}, {'employee_id': 'E5863', 'role': 'Data Engineer', 'years_experience': 5.7, 'hourly_rate': 96.57, 'is_lead': False}]",5.510000000000001,2.6,9.3,2,1333.76,['Lyon'],On-Time,1,1538888178.0,1209277566.37,329610611.63,0.21418749999999998,6,T2021037,Email,False,True,Medium
P2021454,IoT Connect,ERP Implementation,Implementation,2022-04-10,2022-07-06,2,7,"[{'employee_id': 'E9714', 'role': 'Functional Analyst', 'years_experience': 8.1, 'hourly_rate': 180.96, 'is_lead': True}, {'employee_id': 'E7810', 'role': 'ERP Consultant', 'years_experience': 6.5, 'hourly_rate': 96.65, 'is_lead': False}, {'employee_id': 'E5100', 'role': 'ERP Consultant', 'years_experience': 9.4, 'hourly_rate': 154.94, 'is_lead': False}, {'employee_id': 'E9825', 'role': 'Functional Analyst', 'years_experience': 5.0, 'hourly_rate': 125.88, 'is_lead': False}, {'employee_id': 'E9364', 'role': 'Junior Functional Analyst', 'years_experience': 2.0, 'hourly_rate': 51.08, 'is_lead': False}, {'employee_id': 'E4546', 'role': 'Junior ERP Consultant', 'years_experience': 2.7, 'hourly_rate': 81.85, 'is_lead': False}, {'employee_id': 'E1048', 'role': 'ERP Consultant', 'years_experience': 5.0, 'hourly_rate': 82.33, 'is_lead': False}]",5.528571428571429,2.0,9.4,2,773.69,['Lyon'],On-Time,0,2055762.41,1615562.01,440200.4,0.21413,6,,Direct,False,False,Medium
P2021455,Burton Ltd Solutions,IoT,Managed Services,2022-04-10,2023-04-28,12,3,"[{'employee_id': 'E6644', 'role': 'IoT Architect', 'years_experience': 6.9, 'hourly_rate': 218.81, 'is_lead': True}, {'employee_id': 'E3375', 'role': 'Embedded Engineer', 'years_experience': 6.0, 'hourly_rate': 81.65, 'is_lead': False}, {'employee_id': 'E3747', 'role': 'Embedded Engineer', 'years_experience': 5.4, 'hourly_rate': 119.77, 'is_lead': False}]",6.1000000000000005,5.4,6.9,0,420.23,['Paris'],On-Time,2,1185513525.06,895619902.78,289893622.28,0.24453,2,T2022191,LinkedIn,True,True,High
P2021456,AI Nexus,AI/ML,Optimization,2021-10-25,2022-09-16,10,4,"[{'employee_id': 'E2342', 'role': 'AI Architect', 'years_experience': 11.2, 'hourly_rate': 249.0, 'is_lead': True}, {'employee_id': 'E3101', 'role': 'ML Engineer', 'years_experience': 4.6, 'hourly_rate': 132.15, 'is_lead': False}, {'employee_id': 'E8861', 'role': 'Data Scientist', 'years_experience': 8.1, 'hourly_rate': 87.42, 'is_lead': False}, {'employee_id': 'E1334', 'role': 'ML Engineer', 'years_experience': 7.4, 'hourly_rate': 164.3, 'is_lead': False}]",7.824999999999999,4.6,11.2,0,632.87,['Marseille'],On-Time,1,2198006479.02,1356389798.2,841616680.82,0.3829,6,T2022134,LinkedIn,True,False,High
P2021457,Perez Inc Solutions,ERP Implementation,Integration,2023-12-03,2024-12-02,12,10,"[{'employee_id': 'E8816', 'role': 'Functional Analyst', 'years_experience': 10.5, 'hourly_rate': 200.0, 'is_lead': True}, {'employee_id': 'E1931', 'role': 'Junior Functional Analyst', 'years_experience': 2.5, 'hourly_rate': 71.51, 'is_lead': False}, {'employee_id': 'E2744', 'role': 'ERP Consultant', 'years_experience': 4.5, 'hourly_rate': 118.81, 'is_lead': False}, {'employee_id': 'E5573', 'role': 'ERP Consultant', 'years_experience': 4.0, 'hourly_rate': 111.58, 'is_lead': False}, {'employee_id': 'E6500', 'role': 'Functional Analyst', 'years_experience': 3.9, 'hourly_rate': 137.18, 'is_lead': False}, {'employee_id': 'E9466', 'role': 'Junior Functional Analyst', 'years_experience': 1.4, 'hourly_rate': 72.76, 'is_lead': False}, {'employee_id': 'E1154', 'role': 'ERP Consultant', 'years_experience': 3.8, 'hourly_rate': 138.78, 'is_lead': False}, {'employee_id': 'E4461', 'role': 'Functional Analyst', 'years_experience': 3.9, 'hourly_rate': 144.07, 'is_lead': False}, {'employee_id': 'E7658', 'role': 'Functional Analyst', 'years_experience': 5.0, 'hourly_rate': 112.98, 'is_lead': False}, {'employee_id': 'E7683', 'role': 'Junior ERP Consultant', 'years_experience': 1.6, 'hourly_rate': 81.33, 'is_lead': False}]",4.11,1.4,10.5,3,1189.0,['London'],Delayed,1,27481309.44,23000756.75,4480552.69,0.16304,4,,Direct,False,True,Medium
P2021458,"Romero, Gonzalez and Brooks Labs",IoT,Strategy,2022-09-17,2023-08-24,11,9,"[{'employee_id': 'E4570', 'role': 'Embedded Engineer', 'years_experience': 10.2, 'hourly_rate': 189.01, 'is_lead': True}, {'employee_id': 'E2452', 'role': 'Embedded Engineer', 'years_experience': 4.8, 'hourly_rate': 138.98, 'is_lead': False}, {'employee_id': 'E9610', 'role': 'Embedded Engineer', 'years_experience': 3.9, 'hourly_rate': 90.19, 'is_lead': False}, {'employee_id': 'E7421', 'role': 'Junior Embedded Engineer', 'years_experience': 1.0, 'hourly_rate': 75.05, 'is_lead': False}, {'employee_id': 'E1775', 'role': 'Embedded Engineer', 'years_experience': 4.7, 'hourly_rate': 131.16, 'is_lead': False}, {'employee_id': 'E1212', 'role': 'IoT Architect', 'years_experience': 8.0, 'hourly_rate': 136.65, 'is_lead': False}, {'employee_id': 'E9089', 'role': 'Embedded Engineer', 'years_experience': 7.6, 'hourly_rate': 100.96, 'is_lead': False}, {'employee_id': 'E2882', 'role': 'IoT Architect', 'years_experience': 10.6, 'hourly_rate': 149.72, 'is_lead': False}, {'employee_id': 'E7907', 'role': 'IoT Architect', 'years_experience': 6.7, 'hourly_rate': 241.46, 'is_lead': False}]",6.388888888888889,1.0,10.6,1,1253.18,['Lyon'],Delayed,1,24084455.38,19358218.19,4726237.19,0.196236,3,,Direct,False,False,Medium
P2021459,BlockChain Innovations,Blockchain,Optimization,2021-04-03,2021-10-08,6,9,"[{'employee_id': 'E4975', 'role': 'Blockchain Developer', 'years_experience': 6.8, 'hourly_rate': 219.43, 'is_lead': True}, {'employee_id': 'E6853', 'role': 'Blockchain Developer', 'years_experience': 8.1, 'hourly_rate': 130.1, 'is_lead': False}, {'employee_id': 'E9452', 'role': 'Smart Contract Engineer', 'years_experience': 5.2, 'hourly_rate': 123.14, 'is_lead': False}, {'employee_id': 'E6599', 'role': 'Blockchain Developer', 'years_experience': 4.4, 'hourly_rate': 111.66, 'is_lead': False}, {'employee_id': 'E9981', 'role': 'Blockchain Developer', 'years_experience': 5.5, 'hourly_rate': 85.93, 'is_lead': False}, {'employee_id': 'E3509', 'role': 'Blockchain Developer', 'years_experience': 6.2, 'hourly_rate': 83.17, 'is_lead': False}, {'employee_id': 'E4568', 'role': 'Smart Contract Engineer', 'years_experience': 7.0, 'hourly_rate': 161.63, 'is_lead': False}, {'employee_id': 'E3383', 'role': 'Blockchain Developer', 'years_experience': 5.5, 'hourly_rate': 97.17, 'is_lead': False}, {'employee_id': 'E2734', 'role': 'Junior Smart Contract Engineer', 'years_experience': 2.1, 'hourly_rate': 56.93, 'is_lead': False}]",5.644444444444445,2.1,8.1,1,1069.16,['Marseille'],On-Time,2,1271096100.62,905478018.24,365618082.38,0.28764,4,T2021071,LinkedIn,False,True,Medium
P2021460,"Ferrell, Rice and Maddox Systems",Digital Transformation,Optimization,2022-01-03,2023-05-11,16,10,"[{'employee_id': 'E3985', 'role': 'Digital Strategist', 'years_experience': 8.6, 'hourly_rate': 245.75, 'is_lead': True}, {'employee_id': 'E1611', 'role': 'Change Manager', 'years_experience': 5.0, 'hourly_rate': 99.0, 'is_lead': False}, {'employee_id': 'E4821', 'role': 'Change Manager', 'years_experience': 8.1, 'hourly_rate': 217.1, 'is_lead': False}, {'employee_id': 'E6865', 'role': 'Change Manager', 'years_experience': 3.7, 'hourly_rate': 107.95, 'is_lead': False}, {'employee_id': 'E5123', 'role': 'Digital Strategist', 'years_experience': 8.7, 'hourly_rate': 150.05, 'is_lead': False}, {'employee_id': 'E6143', 'role': 'Digital Strategist', 'years_experience': 7.6, 'hourly_rate': 178.38, 'is_lead': False}, {'employee_id': 'E4970', 'role': 'Digital Strategist', 'years_experience': 8.9, 'hourly_rate': 150.53, 'is_lead': False}, {'employee_id': 'E7552', 'role': 'Change Manager', 'years_experience': 8.0, 'hourly_rate': 232.93, 'is_lead': False}, {'employee_id': 'E1755', 'role': 'Change Manager', 'years_experience': 4.1, 'hourly_rate': 104.62, 'is_lead': False}, {'employee_id': 'E6011', 'role': 'Change Manager', 'years_experience': 4.5, 'hourly_rate': 108.2, 'is_lead': False}]",6.719999999999999,3.7,8.9,0,1594.51,['Paris'],Delayed,1,49718097.41,41047261.22,8670836.19,0.1744,5,,Direct,False,True,High
P2021461,"Romero, Gonzalez and Brooks Labs",Cybersecurity,Integration,2023-09-18,2024-09-07,11,4,"[{'employee_id': 'E6384', 'role': 'Security Architect', 'years_experience': 9.5, 'hourly_rate': 240.5, 'is_lead': True}, {'employee_id': 'E7857', 'role': 'Pentester', 'years_experience': 5.8, 'hourly_rate': 142.87, 'is_lead': False}, {'employee_id': 'E2090', 'role': 'Security Architect', 'years_experience': 6.0, 'hourly_rate': 131.44, 'is_lead': False}, {'employee_id': 'E8708', 'role': 'Pentester', 'years_experience': 3.6, 'hourly_rate': 104.43, 'is_lead': False}]",6.2250000000000005,3.6,9.5,0,619.24,['Marseille'],Delayed,1,5369970.02,4374162.78,995807.24,0.18544000000000002,4,,Direct,False,True,Medium
P2021462,TechNovate Solutions,Cybersecurity,Managed Services,2021-12-18,2022-12-13,12,5,"[{'employee_id': 'E5429', 'role': 'Security Architect', 'years_experience': 10.9, 'hourly_rate': 258.41, 'is_lead': True}, {'employee_id': 'E9605', 'role': 'SOC Analyst', 'years_experience': 8.1, 'hourly_rate': 210.4, 'is_lead': False}, {'employee_id': 'E2004', 'role': 'Pentester', 'years_experience': 5.0, 'hourly_rate': 95.83, 'is_lead': False}, {'employee_id': 'E4028', 'role': 'Security Architect', 'years_experience': 6.1, 'hourly_rate': 149.59, 'is_lead': False}, {'employee_id': 'E6122', 'role': 'SOC Analyst', 'years_experience': 5.4, 'hourly_rate': 89.96, 'is_lead': False}]",7.1,5.0,10.9,0,804.19,['Paris'],Delayed,2,9906591.44,7662154.08,2244437.36,0.22656,5,,Direct,False,False,Medium
P2021463,"Dyer, Potter and Mack Solutions",AI/ML,Implementation,2022-07-09,2022-10-26,3,5,"[{'employee_id': 'E3577', 'role': 'AI Architect', 'years_experience': 10.8, 'hourly_rate': 178.71, 'is_lead': True}, {'employee_id': 'E7026', 'role': 'ML Engineer', 'years_experience': 4.9, 'hourly_rate': 121.38, 'is_lead': False}, {'employee_id': 'E8196', 'role': 'Data Scientist', 'years_experience': 8.4, 'hourly_rate': 201.9, 'is_lead': False}, {'employee_id': 'E2488', 'role': 'NLP Specialist', 'years_experience': 7.1, 'hourly_rate': 88.19, 'is_lead': False}, {'employee_id': 'E2067', 'role': 'NLP Specialist', 'years_experience': 7.4, 'hourly_rate': 141.99, 'is_lead': False}]",7.720000000000001,4.9,10.8,0,732.1700000000001,['Paris'],On-Time,1,1649439112.06,1161370078.8,488069033.26,0.2959,8,T2022097,LinkedIn,False,False,Medium
